,screen_name,date,text,compound,negative,neutral,positive
63,nytimes,Fri Feb 02 17:42:08 +0000 2018,"Our film critics, looking at the complex history of black filmmaking in America, chose 28 essential works. Consider… https://t.co/dX1ajrKxqP",-0.296,0.109,0.891,0.0
64,nytimes,Fri Feb 02 17:36:43 +0000 2018,"Here's how to experiment with augmented reality now
https://t.co/CNxYxZOwa0",0.0,0.0,1.0,0.0
65,nytimes,Fri Feb 02 17:20:07 +0000 2018,The memo alleges that senior government officials favored Democrats over Republicans and accuses federal law enforc… https://t.co/VEgZItK9xf,0.1027,0.119,0.743,0.139
66,nytimes,Fri Feb 02 17:17:46 +0000 2018,Breaking News: House Republicans released a secret memo claiming abuses against President Trump in the Russia inqui… https://t.co/Ip4aRiIOLS,-0.5574,0.184,0.816,0.0
67,nytimes,Fri Feb 02 17:08:23 +0000 2018,"The New York Times is about to expand our journalism so you can experience it in 3 dimensions, just by picking up y… https://t.co/0vKzJUYzGa",0.3182,0.0,0.905,0.095
68,nytimes,Fri Feb 02 17:00:47 +0000 2018,"RT @NYTHealth: Flu hospitalizations have soared, the C.D.C. reports, and the death rate may surpass the 2014-2015 season when 56,000 people…",-0.7579,0.255,0.745,0.0
69,nytimes,Fri Feb 02 16:53:05 +0000 2018,"We answer your questions about applying for The Edit, a newsletter created specifically for college students and re… https://t.co/Pq7THOg12Z",0.25,0.0,0.895,0.105
70,nytimes,Fri Feb 02 16:38:03 +0000 2018,You can afford a financial planner for about the price of a bundled cable bill https://t.co/bRPPOG3ywT,0.0,0.0,1.0,0.0
71,nytimes,Fri Feb 02 16:13:04 +0000 2018,"RT @nytimesworld: The Interpreter: Six scenarios for the future of Afghanistan, and all of them admitting a form of defeat https://t.co/wh8…",-0.4588,0.136,0.864,0.0
72,nytimes,Fri Feb 02 16:03:09 +0000 2018,A father of 2 women who spoke at the sentencing hearing of Larry Nassar lunged at him across a courtroom https://t.co/od7aeIgf5k,-0.1531,0.086,0.914,0.0
73,nytimes,Fri Feb 02 15:44:05 +0000 2018,"RT @LizAldermanNYT: ""My baby almost died."" How did corporate lapses and lax oversight allow hundreds of babies to get sick in France from s…",-0.34,0.121,0.809,0.07
74,nytimes,Fri Feb 02 15:30:20 +0000 2018,Opinion: Don't believe the liberal FBI https://t.co/7dDPM6wA6L,0.0,0.0,1.0,0.0
75,nytimes,Fri Feb 02 15:20:11 +0000 2018,"A bill in Poland sets prison penalties for using phrases like ""Polish death camps"" to refer to concentration camps… https://t.co/iivhPvXqlt",-0.6908,0.28,0.623,0.097
76,nytimes,Fri Feb 02 15:10:03 +0000 2018,"The second line of Canada's anthem will soon become ""True patriot love in all of us command"" rather than ""in all th… https://t.co/RjreK5q3Lu",0.7906,0.0,0.75,0.25
77,nytimes,Fri Feb 02 15:08:54 +0000 2018,"RT @matthewhaag: “We’d have no C.E.O.s and no executives of American companies if none of them had affairs,” Humane Society board member sa…",-0.5267,0.173,0.827,0.0
78,nytimes,Fri Feb 02 15:00:28 +0000 2018,Morning Briefing: Here's what you need to know to start your day https://t.co/89lgwl53d1 https://t.co/AGSKJqLiM4,0.0,0.0,1.0,0.0
79,nytimes,Fri Feb 02 14:49:04 +0000 2018,"""For probably, say, five minutes in actual, real time, I thought I was going to be a Super Bowl champion. And then,… https://t.co/nYWf9y4cSw",0.8316,0.0,0.698,0.302
80,nytimes,Fri Feb 02 14:40:08 +0000 2018,"The Simpsons predicted the Trump presidency, the discovery of the Higgs boson particle and Disney’s takeover of Fox https://t.co/EK5ocLTOyz",0.0,0.0,1.0,0.0
81,nytimes,Fri Feb 02 14:31:04 +0000 2018,"Video: What is a ""bloody nose"" strategy in North Korea? https://t.co/GhSxeXcnoH",-0.4404,0.244,0.756,0.0
82,nytimes,Fri Feb 02 14:16:05 +0000 2018,"Last month it seemed that Democrats might ride a giant tsunami to control of the House and Senate. Now, some are wo… https://t.co/9e6iUvA3TD",0.0,0.0,1.0,0.0
83,nytimes,Fri Feb 02 14:16:01 +0000 2018,"RT @HannaIngber: An inside look at how journalists try to make sense of jobs day, by @bencasselman https://t.co/5Z26HQ9ICH",0.0,0.0,1.0,0.0
84,nytimes,Fri Feb 02 14:00:17 +0000 2018,"Nearly 50 people suspected of using and selling drugs were killed by officers in the past 2 months, the Philippine… https://t.co/HXpB5hnnzt",-0.7506,0.262,0.738,0.0
85,nytimes,Fri Feb 02 13:50:06 +0000 2018,"A trucker intentionally drove his tractor-trailer off a roadway that runs through a 2,000-year-old United Nations W… https://t.co/OjCpF1OWcy",0.4215,0.0,0.833,0.167
86,nytimes,Fri Feb 02 13:40:05 +0000 2018,Do hangovers get worse as we age? https://t.co/MSdnwwqK6M,-0.4767,0.307,0.693,0.0
87,nytimes,Fri Feb 02 13:36:54 +0000 2018,"Breaking News: The U.S. economy added 200,000 jobs in January. It was the 88th straight month that hiring increased… https://t.co/ZAYyZIHcVO",0.2263,0.0,0.909,0.091
88,nytimes,Fri Feb 02 13:30:18 +0000 2018,"Jimmy Kimmel attacked Devin Nunes, a key figure in the release of the secret GOP memo. Our late-night roundup: https://t.co/TmGN2rcoa1",-0.4588,0.143,0.857,0.0
89,nytimes,Fri Feb 02 13:20:10 +0000 2018,"A Wisconsin teenager in the ""Slender Man"" stabbing case was sentenced to 40 years in a psychiatric hospital https://t.co/qQ7FEKRGT6",-0.0258,0.064,0.936,0.0
90,nytimes,Fri Feb 02 13:11:02 +0000 2018,"Devin Nunes, the man behind a secret Republican memo, has won praise from party members he once called ""lemmings in… https://t.co/DXlHhn4W7K",0.875,0.0,0.63,0.37
91,nytimes,Fri Feb 02 13:00:23 +0000 2018,Morning Briefing: Here's what you need to know to start your day https://t.co/oDTp0MoSzS https://t.co/6AyejpbtdL,0.0,0.0,1.0,0.0
92,nytimes,Fri Feb 02 12:49:08 +0000 2018,The White House has grown frustrated by what it considers the Pentagon's reluctance to provide President Trump with… https://t.co/CGYVkXjthq,-0.7003,0.254,0.746,0.0
93,nytimes,Fri Feb 02 12:40:07 +0000 2018,The board of the Humane Society decided to retain its CEO despite an investigation that has uncovered multiple hara… https://t.co/lpMhIxwuTy,0.0,0.0,1.0,0.0
94,nytimes,Fri Feb 02 12:31:00 +0000 2018,"President Trump accused law enforcement of politicizing investigations, hours before he was expected to allow the r… https://t.co/3FxckC2Xhc",-0.0772,0.109,0.796,0.095
95,nytimes,Fri Feb 02 12:29:04 +0000 2018,"The London mosque attacker had been bingeing for weeks on far-right material and ""seemed brainwashed,"" his girlfrie… https://t.co/E3CLMPUOFh",-0.5719,0.179,0.821,0.0
96,nytimes,Fri Feb 02 12:20:04 +0000 2018,Opinion: Trump is running a bottom-line presidency in which people who know better are asked to stay quiet in excha… https://t.co/EafqNsTXQh,0.4404,0.0,0.868,0.132
97,nytimes,Fri Feb 02 12:10:05 +0000 2018,A conversation with Scott Pruitt https://t.co/tKiyfriCyh,0.0,0.0,1.0,0.0
98,nytimes,Fri Feb 02 12:00:34 +0000 2018,"Trump's eagerness to see the GOP memo made public pitted him against his own top national security officials, who h… https://t.co/3pB8r9aphX",0.7096,0.0,0.723,0.277
99,nytimes,Fri Feb 02 11:44:03 +0000 2018,Fidel Ángel Castro Díaz-Balart played a prominent role in efforts to develop nuclear energy in Cuba https://t.co/tmFZIzDsey,0.7003,0.0,0.657,0.343
