,screen_name,date,text,compound,negative,neutral,positive
74,CBS,Mon Jan 29 04:10:47 +0000 2018,Drippin' in finesse ? @BrunoMars wins Album Of The Year at The #GRAMMYs! See all of the winners here:… https://t.co/BK4bF9ggSI,0.7959,0.0,0.706,0.294
75,CBS,Mon Jan 29 03:58:49 +0000 2018,That. Performance. Wow. #GRAMMYs https://t.co/rDg37rzQvn,0.5859,0.0,0.513,0.487
76,CBS,Mon Jan 29 03:55:24 +0000 2018,"RT @CBSNews: ""My father, if you are watching this dad, I love you. Look at me, pop, look at me, I'm at the #Grammys right now!"" @BrunoMars…",0.6696,0.0,0.848,0.152
77,CBS,Mon Jan 29 03:55:20 +0000 2018,"RT @CBSNews: .@HillaryClinton makes an appearance at #Grammys during a reading of ""Fire and Fury."" The book details President Trump's first…",-0.34,0.112,0.888,0.0
78,CBS,Mon Jan 29 03:53:06 +0000 2018,You don't want to miss a moment of The #GRAMMYs. Watch now on CBS and CBS All Access: https://t.co/rtZ7sSGFOC https://t.co/oVvgF0CNLr,0.0572,0.062,0.864,0.073
79,CBS,Mon Jan 29 03:50:25 +0000 2018,"RT @TheSaraNoH: Thank you @RecordingAcad for helping to keep music in schools! 

#GRAMMYs",0.6114,0.0,0.688,0.312
80,CBS,Mon Jan 29 03:49:19 +0000 2018,RT @pawprintedzoe: Music is a beautiful thing #Grammys,0.5994,0.0,0.606,0.394
81,CBS,Mon Jan 29 03:46:27 +0000 2018,What was your favorite #GRAMMY moment from tonight? https://t.co/x3q4ZhltV9,0.4588,0.0,0.727,0.273
82,CBS,Mon Jan 29 03:45:43 +0000 2018,24K Magic is in the air at the 60th Annual #GRAMMYs! @BrunoMars wins Record Of The Year! See all of the winners her… https://t.co/jGaqsvQt7W,0.8118,0.0,0.749,0.251
83,CBS,Mon Jan 29 03:37:35 +0000 2018,RT @CBSTweet: Cute family alert! @pink ? #GRAMMYs https://t.co/isveVC8aoJ,0.6696,0.0,0.522,0.478
84,CBS,Mon Jan 29 03:37:27 +0000 2018,"Slay all day, @sza! #GRAMMYs https://t.co/h1oCVMZE55",0.0,0.0,1.0,0.0
85,CBS,Mon Jan 29 03:34:36 +0000 2018,CBS Stars @shemarmoore from @swatcbs and @TheRealEve from @TheTalkCBS charming the crowd at The 60th Annual #GRAMMYs https://t.co/HLnRBE2rFW,0.5859,0.0,0.817,0.183
86,CBS,Mon Jan 29 03:27:04 +0000 2018,"RT @Jordan_Roth: And THAT is how it’s done, kids. #Patti #GRAMMYs",0.0,0.0,1.0,0.0
87,CBS,Mon Jan 29 03:25:53 +0000 2018,??? https://t.co/VZB0QEbajw,0.0,0.0,1.0,0.0
88,CBS,Mon Jan 29 03:25:26 +0000 2018,RT @AnnaKendrick47: Punish me with those vocals @BenSPLATT ? #GRAMMYs,-0.5267,0.298,0.702,0.0
89,CBS,Mon Jan 29 03:24:02 +0000 2018,"Blue Ivy doesn't wanna miss a minute of the action. ? 

Watch The #GRAMMYs now on CBS and CBS All Access:… https://t.co/26zRlvLKgl",0.1139,0.0,0.929,0.071
90,CBS,Mon Jan 29 03:20:49 +0000 2018,The #GRAMMYs is a family affair...or is it? https://t.co/ohPdzp8jIZ,0.0,0.0,1.0,0.0
91,CBS,Mon Jan 29 03:12:26 +0000 2018,Generations of icons come together on the #GRAMMY stage. See all of the performances from The 60th Annual #GRAMMYs… https://t.co/amGC0Lu4Di,0.0,0.0,1.0,0.0
92,CBS,Mon Jan 29 03:06:30 +0000 2018,"RT @nictothemarie: wow
wow
wow
wow
wow
wow
wow
wow
@eltonjohn @mileycyrus
having a heart EXPLOSION
#grammys",0.9854,0.0,0.208,0.792
93,CBS,Mon Jan 29 03:06:26 +0000 2018,RT @FunnyManShaun: Elton John with the Liberace swag #GRAMMYs,0.0,0.0,1.0,0.0
94,CBS,Mon Jan 29 03:04:50 +0000 2018,RT @BlueBloods_CBS: Lookin' good @DonnieWahlberg ? #GRAMMYs https://t.co/7FftMSU7Do,0.4404,0.0,0.674,0.326
95,CBS,Mon Jan 29 03:02:43 +0000 2018,That's what we like! @BrunoMars wins the #GRAMMY for Song of the Year. See all of The 60th Annual #GRAMMYs winners… https://t.co/op6rSMuOzv,0.7574,0.0,0.755,0.245
96,CBS,Mon Jan 29 02:49:24 +0000 2018,RT if you're crying like @HaileeSteinfeld after that moving @KeshaRose + @cyndilauper + @Camila_Cabello +… https://t.co/9qnQrhpiXy,-0.1531,0.176,0.682,0.142
97,CBS,Mon Jan 29 02:45:57 +0000 2018,RT @KathyLynn904: That’s was absolutely beautiful and powerful thank you @KeshaRose and all the ladies who joined her unbelievable #GRAMMYS,0.8899,0.0,0.581,0.419
98,CBS,Mon Jan 29 02:40:59 +0000 2018,RT @naptural_mae: I have so much admiration for Kesha #GRAMMYs,0.5829,0.0,0.679,0.321
