,screen_name,date,text,compound,negative,neutral,positive
82,FoxNews,Fri Feb 02 19:13:52 +0000 2018,House #memo states disputed dossier was key to FBI’s FISA warrant to surveil members of Team Trump https://t.co/DkRQClnFk1,-0.34,0.124,0.876,0.0
83,FoxNews,Fri Feb 02 19:05:02 +0000 2018,".@mattgaetz: ""Dem. Party hired the Perkins law firm. The Perkins law firm hired Fusion GPS. Fusion GPS hired Christ… https://t.co/mAOfItmfom",0.4019,0.0,0.876,0.124
84,FoxNews,Fri Feb 02 19:00:41 +0000 2018,"FISA memo: Steele fired as an FBI source for breaking 'cardinal rule' --leaking to the media - via @brookefoxnews
https://t.co/cX0RoVSsvi",-0.5574,0.167,0.833,0.0
85,FoxNews,Fri Feb 02 18:59:56 +0000 2018,".@RepMattGaetz: ""A dossier, paid for the Democratic Party, was used as a basis to spy on American citizens. That do… https://t.co/2MeWAghMOc",0.4019,0.0,0.876,0.124
86,FoxNews,Fri Feb 02 18:58:02 +0000 2018,".@TomFitton: ""There's no Mueller investigation without the dossier paid for by Clinton and @DNC funds - so the whol… https://t.co/qzqj2F1z7X",-0.296,0.109,0.891,0.0
87,FoxNews,Fri Feb 02 18:55:19 +0000 2018,"Moments ago, James @Comey responded to the release of the #Memo: ""That’s it?"" #MemoDay https://t.co/5v5qfh17vS https://t.co/hFjl9km8h7",0.0,0.0,1.0,0.0
88,FoxNews,Fri Feb 02 18:49:49 +0000 2018,"Gaetz: ""The Dem. Party hired the Perkins law firm. The Perkins law firm hired Fusion GPS. Fusion GPS hired Christop… https://t.co/dMu85cvCbb",0.4019,0.0,0.881,0.119
89,FoxNews,Fri Feb 02 18:47:56 +0000 2018,"Chuck Norris gives roundhouse kick to CBS, Sony, suing for $30 million over 'Walker, Texas Ranger' profits (via… https://t.co/Ijs261cWWd",0.2023,0.095,0.773,0.132
90,FoxNews,Fri Feb 02 18:44:43 +0000 2018,"Florida man was three times over legal drinking limit when he dropped kid off at school, police say https://t.co/hGu5lyUJxS",0.128,0.0,0.923,0.077
91,FoxNews,Fri Feb 02 18:40:04 +0000 2018,House memo states disputed dossier was key to FBI’s FISA warrant to surveil members of Team Trump https://t.co/DkRQClnFk1,-0.34,0.124,0.876,0.0
92,FoxNews,Fri Feb 02 18:29:50 +0000 2018,"“The Committee has discovered serious violations of the public trust,"" @DevinNunes said in a statement after the Ho… https://t.co/b172Bo4zNb",-0.5719,0.227,0.773,0.0
93,FoxNews,Fri Feb 02 18:29:15 +0000 2018,".@RepDeSantis: ""It answers the question about did the @FBI used this Democrat Party-funded dossier to obtain survei… https://t.co/9xHtAfnD9X",0.0,0.0,1.0,0.0
94,FoxNews,Fri Feb 02 18:25:25 +0000 2018,".@AriFleischer: ""Unless [@POTUS's] firing of @Comey created obstruction, @realDonaldTrump is in the clear, and the… https://t.co/TSbsjfhTX4",0.296,0.12,0.65,0.23
95,FoxNews,Fri Feb 02 18:21:12 +0000 2018,".@RepDeSantis: ""We're in 2018 now and we still don't have evidence of any Trump-Russia campaign collusion.""… https://t.co/PfKG3AAyBE",0.0,0.0,1.0,0.0
96,FoxNews,Fri Feb 02 18:19:50 +0000 2018,".@RepDeSantis: ""This whole Russia stuff was, I think, much more wishful thinking on the part of @FBI agents like Pe… https://t.co/x4GrfyrrA0",0.3612,0.0,0.884,0.116
97,FoxNews,Fri Feb 02 18:18:30 +0000 2018,".@RepDeSantis: ""This whole Russia narrative was based off anonymous sources, months and months of leaks from the bu… https://t.co/w9wYoyqdR8",0.0,0.0,1.0,0.0
98,FoxNews,Fri Feb 02 18:15:17 +0000 2018,".@RepDeSantis: ""It's a confluence of the Democratic Party, the Obama Administration, Fusion GPS, the media.""… https://t.co/fRgXJwj5Om",0.4019,0.0,0.838,0.162
99,FoxNews,Fri Feb 02 18:14:23 +0000 2018,".@RepDeSantis: ""It answers the question about did the @FBI used this Democrat Party-funded dossier to obtain survei… https://t.co/Ud81wQHCg9",0.0,0.0,1.0,0.0
